id	supported by	compatible with	conflicts with	is trivial in
mrcaott90511ott3623492	node node28 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1			
mrcaott90511ott3623493				node ott518277 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
mrcaott90511ott3623493		node node8 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1		
mrcaott90511ott3623493	node Tn8987709 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870			
mrcaott90511ott3623546				node ott3623546 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
mrcaott90511ott3623546				node ott518277 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
mrcaott90511ott3623546	node node30 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1			
mrcaott90511ott518277				node ott518277 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
mrcaott90511ott518277	node node36 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1			
mrcaott90511ott619744				node ott518277 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
mrcaott90511ott619744	node node32 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1			
mrcaott9152ott108974	node node7 for https://tree.opentreeoflife.org/curator/study/view/ot_635/?tab=trees&tree=tree1			
mrcaott9152ott11359				node ott284531 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
mrcaott9152ott11359	node node18 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2			
mrcaott9152ott210205	node Tn13587423 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
mrcaott9152ott214957	node node6 for https://tree.opentreeoflife.org/curator/study/view/ot_635/?tab=trees&tree=tree1			
mrcaott9875ott205351	node Tn13587417 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
mrcaott9887ott125505	node Tn13587381 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
mrcaott9887ott53826	node Tn13587352 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
mrcaott9887ott54944	node Tn13587430 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
ott1018971	node node49 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1			
ott1087544		node Tn13587409 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777		
ott119044	node node152 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3			
ott165955	node Tn8987696 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870			
ott165962		node Tn8987758 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870		
ott165962	node node9 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1			
ott253449				node ott538067 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott253449	node node15 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1			
ott263396	node node25 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1			
ott272341	node node3 for https://tree.opentreeoflife.org/curator/study/view/ot_590/?tab=trees&tree=tree1			
ott297547				node ott3623498 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
ott297547	node node2 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1			
ott328604		node Tn13587500 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777		
ott328604	node node173 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3			
ott357170				node ott621604 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott357170	node node52 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1			
ott36217				node ott315256 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott36217	node node6 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1			
ott3623543	node Tn8987714 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870			
ott3623551	node Tn8987697 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870			
ott3624214	node node160 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3			
ott3624235	node node70 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1			
ott3624266	node node170 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3			
ott441560		node Tn13587521 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777		
ott488966				node ott488967 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott488966	node node22 for https://tree.opentreeoflife.org/curator/study/view/ot_590/?tab=trees&tree=tree1			
ott488972	node Tn13587363 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
ott488975	node Tn13587383 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
ott5548747	node Tn13587452 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
ott5548749	node Tn13587309 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
ott55622		node Tn13587341 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777		
ott566350	node Tn8968584 for https://tree.opentreeoflife.org/curator/study/view/ot_625/?tab=trees&tree=Tr53737			
ott609227		node Tn13587409 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777		
ott609229				node ott119577 for https://tree.opentreeoflife.org/curator/study/view/ot_595/?tab=trees&tree=Tr53782
ott609229		node node2 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1		
ott609233	node Tn13587312 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
ott609235		node Tn13587390 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777		
ott609248	node Tn13587490 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
ott687155				node ott804481 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott687155	node node25 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1			
ott693711	node node29 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1			
ott701512				node ott701523 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott701512	node node6 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1			
ott701513	node Tn13587345 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
ott701522	node Tn13587380 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
ott729096				node ott1020746 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott729096	node node148 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3			
ott777152				node ott518277 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott777152	node Tn8987707 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870			
ott791206				node ott791207 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott791206	node Tn8987739 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870			
ott804552	node Tn8968556 for https://tree.opentreeoflife.org/curator/study/view/ot_625/?tab=trees&tree=Tr53737			
ott828985	node Tn13587389 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
ott87886	node Tn13587469 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
ott87888		node Tn13587341 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777		
ott87890	node Tn13587305 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
ott916525	node node24 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1			
ott967334	node Tn13587410 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
ott967337				node ott538067 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott967337	node node14 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1			
ott967343	node Tn13587394 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777			
Terminal node id	included in
ott392181	node ott392181 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott3623489	node ott3623489 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1
ott3623488	node ott3623488 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1
ott392186	node ott392181 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott3623485	node ott3623485 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1
ott3623481	node ott3623481 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
ott3623481	node ott3623481 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1
ott3623482	node ott3623482 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1
ott719850	node ott1015003 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott677783	node ott96813 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott334578	node ott61487 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott1057305	node ott1057305 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott1057304	node ott1057305 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott1057306	node ott1057299 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott480919	node ott480916 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott1057303	node ott1057303 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott480914	node ott480910 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott480916	node ott480916 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott480910	node ott480910 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott854135	node ott1057296 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott346676	node ott144212 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott346676	node ott144212 for https://tree.opentreeoflife.org/curator/study/view/ot_635/?tab=trees&tree=tree1
ott272344	node ott272344 for https://tree.opentreeoflife.org/curator/study/view/ot_590/?tab=trees&tree=tree1
ott87882	node ott700872 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott3624293	node ott3624293 for https://tree.opentreeoflife.org/curator/study/view/ot_595/?tab=trees&tree=Tr53782
ott3624293	node ott3624293 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott3624292	node ott3624293 for https://tree.opentreeoflife.org/curator/study/view/ot_595/?tab=trees&tree=Tr53782
ott3624292	node ott3624293 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott3624294	node ott3624294 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3
ott3624297	node ott3624298 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott3624298	node ott3624298 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott3624051	node ott3624051 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott108974	node ott108974 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott108974	node ott108974 for https://tree.opentreeoflife.org/curator/study/view/ot_635/?tab=trees&tree=tree1
ott3624058	node ott3624058 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott1090792	node ott1090792 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott277161	node ott277161 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott277161	node ott277161 for https://tree.opentreeoflife.org/curator/study/view/ot_635/?tab=trees&tree=tree1
ott693721	node ott693721 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott700877	node ott700872 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott23769	node ott23770 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott700872	node ott700872 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott23762	node ott23762 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott23761	node ott23762 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott23767	node ott23767 for https://tree.opentreeoflife.org/curator/study/view/ot_590/?tab=trees&tree=tree1
ott23766	node ott23767 for https://tree.opentreeoflife.org/curator/study/view/ot_590/?tab=trees&tree=tree1
ott922060	node ott215102 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott216459	node ott216459 for https://tree.opentreeoflife.org/curator/study/view/ot_595/?tab=trees&tree=Tr53782
ott216459	node ott216459 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott3624229	node ott3624229 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott194069	node ott194065 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott3624225	node ott3624225 for https://tree.opentreeoflife.org/curator/study/view/ot_595/?tab=trees&tree=Tr53782
ott3624225	node ott3624225 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott3624226	node ott3624225 for https://tree.opentreeoflife.org/curator/study/view/ot_595/?tab=trees&tree=Tr53782
ott3624226	node ott3624225 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott194065	node ott194065 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott3624220	node ott3624220 for https://tree.opentreeoflife.org/curator/study/view/ot_595/?tab=trees&tree=Tr53782
ott3624220	node ott3624220 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott3624221	node ott3624220 for https://tree.opentreeoflife.org/curator/study/view/ot_595/?tab=trees&tree=Tr53782
ott3624221	node ott3624220 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott3623534	node ott3623534 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
ott45407	node ott343454 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott113064	node ott113063 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott113063	node ott113063 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott113062	node ott113063 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott113061	node ott113061 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott113061	node ott113061 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott113060	node ott113061 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott113060	node ott113061 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott261881	node ott261881 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott874757	node ott874760 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott3623528	node ott3623528 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
ott45408	node ott45408 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott1057296	node ott1057296 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott1057301	node ott1057301 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott1057300	node ott1057301 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott949075	node ott949069 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott13190	node ott13190 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3
ott9890	node ott9890 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott9891	node ott9887 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott9893	node ott531339 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott1074074	node ott1074074 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott3623963	node ott3623963 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3
ott3623961	node ott3623961 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3
ott3623966	node ott3623966 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3
ott3623965	node ott3623965 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3
ott783829	node ott783829 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott783829	node ott783829 for https://tree.opentreeoflife.org/curator/study/view/ot_635/?tab=trees&tree=tree1
ott641175	node ott96812 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott180851	node ott181363 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott205351	node ott205351 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott475461	node ott475461 for https://tree.opentreeoflife.org/curator/study/view/ot_590/?tab=trees&tree=tree1
ott1018966	node ott3624324 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott967328	node ott896075 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott76039	node ott877784 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott950002	node ott950003 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott950002	node ott950003 for https://tree.opentreeoflife.org/curator/study/view/ot_635/?tab=trees&tree=tree1
ott950003	node ott950003 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott950003	node ott950003 for https://tree.opentreeoflife.org/curator/study/view/ot_635/?tab=trees&tree=tree1
ott618288	node ott618288 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott712194	node ott284531 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott712194	node ott284531 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott619744	node ott619744 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1
ott3623457	node ott3623457 for https://tree.opentreeoflife.org/curator/study/view/ot_625/?tab=trees&tree=Tr53737
ott3623457	node ott3623457 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott3624268	node ott3624328 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott3623549	node ott3623549 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
ott3623540	node ott3623540 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
ott3623541	node ott3623541 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
ott186917	node ott186917 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott3623544	node ott3623544 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
ott3623545	node ott3623566 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
ott3623546	node ott3623546 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
ott3623546	node ott3623546 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1
ott210205	node ott210205 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott186916	node ott186917 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott210203	node ott583421 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott3624306	node ott3624310 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott3623465	node ott3623465 for https://tree.opentreeoflife.org/curator/study/view/ot_625/?tab=trees&tree=Tr53737
ott3623465	node ott3623465 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott3624062	node ott3624062 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott3624264	node ott3624264 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott341161	node ott341161 for https://tree.opentreeoflife.org/curator/study/view/ot_625/?tab=trees&tree=Tr53737
ott341161	node ott341161 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott11363	node ott22071 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott3624064	node ott3624064 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott101248	node ott45425 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott263048	node ott777020 for https://tree.opentreeoflife.org/curator/study/view/ot_625/?tab=trees&tree=Tr53737
ott1014995	node ott1014995 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1
ott394024	node ott394020 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott394020	node ott394020 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott671072	node ott671072 for https://tree.opentreeoflife.org/curator/study/view/ot_625/?tab=trees&tree=Tr53737
ott671072	node ott671072 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott194081	node ott210205 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott531349	node ott531349 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott531346	node ott531349 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott531347	node ott531347 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott531344	node ott531347 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott531342	node ott531342 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott315255	node ott315256 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott315255	node ott315256 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott315256	node ott315256 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott315256	node ott315256 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott216461	node ott216459 for https://tree.opentreeoflife.org/curator/study/view/ot_595/?tab=trees&tree=Tr53782
ott216461	node ott216459 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott119576	node ott119577 for https://tree.opentreeoflife.org/curator/study/view/ot_595/?tab=trees&tree=Tr53782
ott119572	node ott96818 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott3624305	node ott3624305 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott583421	node ott583421 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott11369	node ott284531 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott11369	node ott284531 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott532334	node ott532334 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
ott3624060	node ott3624060 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott3624166	node ott3624166 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott3624162	node ott3624162 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott3624168	node ott3624168 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott383620	node ott383620 for https://tree.opentreeoflife.org/curator/study/view/ot_590/?tab=trees&tree=tree1
ott361207	node ott618288 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott922063	node ott1020726 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott952540	node ott952540 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott952540	node ott952540 for https://tree.opentreeoflife.org/curator/study/view/ot_635/?tab=trees&tree=tree1
ott952546	node ott952540 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott952546	node ott952540 for https://tree.opentreeoflife.org/curator/study/view/ot_635/?tab=trees&tree=tree1
ott1094983	node ott1074074 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott144212	node ott144212 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott144212	node ott144212 for https://tree.opentreeoflife.org/curator/study/view/ot_635/?tab=trees&tree=tree1
ott165958	node ott165958 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
ott165958	node ott165958 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1
ott343439	node ott918537 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott256900	node ott119574 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
