id	supported by	compatible with	conflicts with	is trivial in
ott47717	node node1152910 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
ott47717	node node1173779 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
ott47717	node node29 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1			
ott47717	node node7 for https://tree.opentreeoflife.org/curator/study/view/ot_71/?tab=trees&tree=tree1			
ott5511741	node node1152950 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
ott5511741	node node1173722 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
ott553783		node node1174713 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751		
ott5726085		node node1174713 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751		
ott5726093				node ott1008117 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott5726093	node node101 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1			
ott5726095				node ott324422 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott5726095				node ott324422 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott5726095		node Tn11887484 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459		
ott5726095		node node1174018 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745		
ott5726095	node node1174739 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
ott5726103				node ott949511 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott5726103				node ott949511 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott5726103	node node1174025 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
ott5726103	node node1174879 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
ott5726111				node ott579613 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott5726111				node ott579613 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott5726111				node ott579613 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott5726111				node ott579613 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott5726111	node Tn11887326 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459			
ott5726111	node node1173976 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
ott5734250			node Tn11887372 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459	
ott5734250		node node1175386 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755		
ott5734250	node node1152861 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
ott5734250	node node1173813 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
ott5734250	node node1173923 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
ott5734253				node ott791628 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott5734253				node ott791628 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott5734253		node Tn11887465 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459		
ott5734253		node node1173894 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745		
ott5740233				node ott756656 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott5740233			node node1175391 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755	
ott5740233	node node1152862 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
ott5740233	node node1173815 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
ott5740233	node node1173925 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
ott579612				node ott579613 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott579612				node ott579613 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott579612				node ott579613 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott579612				node ott579613 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott579612	node Tn11887326 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459			
ott579612	node node1173976 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
ott580064	node node1152811 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
ott580064	node node1173730 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
ott580066	node node1152813 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
ott580066	node node1173786 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
ott593714	node node1174458 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749			
ott593714	node node1174778 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
ott631696			node Tn11887372 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459	
ott631696		node node1175386 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755		
ott631696	node node1152861 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
ott631696	node node1173813 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
ott631696	node node1173923 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
ott663619				node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott663619				node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott663619				node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott663619				node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott663619	node node1174465 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749			
ott663619	node node1174766 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
ott664821				node ott898719 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott664821				node ott898719 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott664821	node node1174010 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
ott664821	node node1174721 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
ott734627				node ott791628 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott734627				node ott791628 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott734627		node Tn11887465 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459		
ott734627		node node1173894 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745		
ott734628				node ott902121 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott734628				node ott902121 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott734628		node node1173936 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745		
ott734628	node node1175368 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755			
ott739237				node ott259513 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott739237				node ott259513 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott739237				node ott259513 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott739237	node node1173981 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
ott739237	node node1174634 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
ott806710				node ott902121 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott806710				node ott902121 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott806710		node node1173936 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745		
ott809945		node Tn11887429 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459		
ott809945	node node1152885 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
ott809945	node node1173793 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
ott809945	node node1173939 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
ott809945	node node1175353 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755			
ott899323				node ott949511 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott899323				node ott949511 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott899323	node node1174025 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
ott899323	node node1174879 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
ott939373		node node36 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1		
ott939373	node node1152925 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
ott939373	node node1173754 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
ott989696	node Tn11887312 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459			
ott989696	node node1152846 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
ott989696	node node1173831 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
ott989696	node node1173980 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
ott989696	node node1174633 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
ott990725				node ott990724 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott990725				node ott990724 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott990725				node ott990724 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott990725	node node1173918 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
ott990746				node ott990724 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott990746				node ott990724 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott990746				node ott990724 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott990746	node node1173918 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
Terminal node id	included in
ott791782	node ott791782 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott791782	node ott791782 for https://tree.opentreeoflife.org/curator/study/view/ot_75/?tab=trees&tree=tree1
ott791782	node ott791782 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott579400	node ott579400 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott579400	node ott579400 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott2958481	node ott2958481 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott225120	node ott741744 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott225120	node ott741744 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott225120	node ott741744 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott949511	node ott949511 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott949511	node ott949511 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott949511	node ott949511 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott949511	node ott949511 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott949512	node ott5740079 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott949512	node ott5740079 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott949512	node ott5740079 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott949512	node ott5740079 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott2957898	node ott2957898 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott1026335	node ott5740161 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott1026336	node ott5740161 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott269157	node ott502933 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott269157	node ott502933 for https://tree.opentreeoflife.org/curator/study/view/ot_71/?tab=trees&tree=tree1
ott269157	node ott502933 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott269157	node ott502933 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott269156	node ott269135 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott269156	node ott269135 for https://tree.opentreeoflife.org/curator/study/view/ot_71/?tab=trees&tree=tree1
ott269156	node ott269135 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott269156	node ott269135 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott269158	node ott502933 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott269158	node ott502933 for https://tree.opentreeoflife.org/curator/study/view/ot_71/?tab=trees&tree=tree1
ott269158	node ott502933 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott269158	node ott502933 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott143508	node ott143508 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott143508	node ott143508 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott968069	node ott968069 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott968069	node ott968069 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott2958205	node ott2958205 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott2958206	node ott2958205 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott5726096	node ott5092954 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott845546	node ott845546 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott845546	node ott845546 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott47715	node ott741748 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott47715	node ott741748 for https://tree.opentreeoflife.org/curator/study/view/ot_71/?tab=trees&tree=tree1
ott47715	node ott741748 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott47715	node ott741748 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott47716	node ott47716 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott47716	node ott47716 for https://tree.opentreeoflife.org/curator/study/view/ot_71/?tab=trees&tree=tree1
ott47716	node ott47716 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott908058	node ott579397 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott908058	node ott579397 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott160888	node ott160888 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott160888	node ott160888 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott160888	node ott160888 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott160888	node ott160888 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott414909	node ott414909 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott414909	node ott414909 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott414909	node ott414909 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott106105	node ott472001 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1
ott106105	node ott472001 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott580073	node ott580073 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott2958098	node ott2958098 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott5740081	node ott5740081 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott2958090	node ott2958090 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott872711	node ott872711 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott1013022	node ott826819 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1
ott1013022	node ott826819 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott980702	node ott980702 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott980702	node ott980702 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott980702	node ott980702 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott980702	node ott980702 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott2958413	node ott2958413 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott2958413	node ott2958413 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott2958799	node ott2958863 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott493488	node ott493488 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott493488	node ott493488 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott493488	node ott493488 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott2958107	node ott2958107 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott2958891	node ott2958891 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott323642	node ott323642 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott323642	node ott323642 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott323642	node ott323642 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott323642	node ott323642 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott874478	node ott874478 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott874478	node ott874478 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott404551	node ott404551 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott404551	node ott404551 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott971344	node ott971344 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott971344	node ott971344 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott971344	node ott971344 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott874471	node ott845546 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott874471	node ott845546 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott874473	node ott874473 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott874473	node ott874473 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott1083833	node ott1083833 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott1083833	node ott1083833 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott1083833	node ott1083833 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott1083833	node ott1083833 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott5740079	node ott5740079 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott5740079	node ott5740079 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott5740079	node ott5740079 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott5740079	node ott5740079 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott1096023	node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott1096023	node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott1096023	node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott1096023	node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott1096021	node ott1096021 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott2958241	node ott5753216 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott1096024	node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott1096024	node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott1096024	node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott1096024	node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott990044	node ott990044 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott404546	node ott404546 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott404546	node ott404546 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott2959169	node ott2959169 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott990040	node ott990040 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott990042	node ott990042 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott630772	node ott630772 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott630777	node ott630772 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott65027	node ott65027 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott65027	node ott65027 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott5740103	node ott5740103 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1
ott5740103	node ott5740103 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott469115	node ott845540 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott469115	node ott845540 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott245803	node ott245803 for https://tree.opentreeoflife.org/curator/study/view/ot_71/?tab=trees&tree=tree1
ott312991	node ott636371 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott312991	node ott636371 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott312996	node ott312994 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749
ott312997	node ott312997 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott312997	node ott312997 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749
ott312994	node ott312994 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749
ott206746	node ott5745953 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott206746	node ott5745953 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott439494	node ott439494 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott312998	node ott312998 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749
ott312999	node ott312999 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749
ott165468	node ott165468 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott165468	node ott165468 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott165468	node ott165468 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott165468	node ott165468 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott165468	node ott165468 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749
ott2958856	node ott2958891 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott148174	node ott148174 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1
