id	supported by	compatible with	conflicts with	is trivial in
mrcaott413057ott990035			node Tn11887414 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459	
mrcaott413057ott990035			node Tn11887502 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459	
mrcaott413057ott990035			node Tn11887508 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459	
mrcaott413057ott990035			node node1175012 for https://tree.opentreeoflife.org/curator/study/view/pg_2922/?tab=trees&tree=tree6752	
mrcaott413057ott990035			node node1175013 for https://tree.opentreeoflife.org/curator/study/view/pg_2922/?tab=trees&tree=tree6752	
mrcaott413057ott990035	node node1175379 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755			
mrcaott414909ott458840	node node1152895 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott414909ott458840	node node1173760 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott414909ott458840	node node9 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1			
mrcaott414909ott458842	node node10 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1			
mrcaott414909ott458842	node node1152896 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott414909ott458842	node node1173766 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott418838ott469361				node ott469361 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
mrcaott418838ott469361			node node1175013 for https://tree.opentreeoflife.org/curator/study/view/pg_2922/?tab=trees&tree=tree6752	
mrcaott418838ott469361	node node1175383 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755			
mrcaott43613ott129220		node node1152823 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603		
mrcaott43613ott129220		node node1173854 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744		
mrcaott43613ott129220		node node1174023 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745		
mrcaott43613ott129220	node node1174808 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott43613ott140028		node Tn11887327 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459		
mrcaott43613ott140028		node node1152821 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603		
mrcaott43613ott140028		node node1173848 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744		
mrcaott43613ott140028	node node1174013 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
mrcaott43613ott140028	node node1174726 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott43613ott206723			node node1174727 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott43613ott206723			node node1174728 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott43613ott206723			node node1174732 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott43613ott206723			node node1174734 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott43613ott206723			node node1174736 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott43613ott206723			node node1174746 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott43613ott206723			node node1174748 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott43613ott206723		node Tn11887327 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459		
mrcaott43613ott206723	node node1152822 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott43613ott206723	node node1173850 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott43613ott206723	node node1174017 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
mrcaott43613ott212699		node node1152829 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603		
mrcaott43613ott212699		node node1173855 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744		
mrcaott43613ott212699		node node1174037 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745		
mrcaott43613ott212699	node node1174886 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott43613ott323642		node node1152823 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603		
mrcaott43613ott323642		node node1173854 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744		
mrcaott43613ott323642		node node1174023 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745		
mrcaott43613ott323642	node node1174856 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott43613ott664816		node Tn11887327 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459		
mrcaott43613ott664816	node node1152820 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott43613ott664816	node node1173846 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott43613ott664816	node node1174009 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
mrcaott43613ott664816	node node1174720 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott43613ott980702			node node1174727 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott43613ott980702			node node1174728 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott43613ott980702			node node1174732 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott43613ott980702			node node1174734 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott43613ott980702			node node1174736 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott43613ott980702			node node1174746 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott43613ott980702			node node1174748 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott43613ott980702			node node1174754 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott43613ott980702		node Tn11887327 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459		
mrcaott43613ott980702		node node1152821 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603		
mrcaott43613ott980702		node node1173848 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744		
mrcaott43613ott980702	node node1174015 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
mrcaott436305ott1013019				node ott1013019 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1
mrcaott436305ott1013019	node node1174853 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott458842ott777759			node node11 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1	
mrcaott458842ott777759			node node12 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1	
mrcaott458842ott777759	node node1152897 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott458842ott777759	node node1173768 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott458843ott859010				node ott859010 for https://tree.opentreeoflife.org/curator/study/view/ot_75/?tab=trees&tree=tree1
mrcaott458843ott859010		node node36 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1		
mrcaott458843ott859010	node node1152924 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott458843ott859010	node node1173752 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott458844ott458845	node node1152904 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott458844ott458845	node node1173763 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott458844ott458845	node node18 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1			
mrcaott465532ott1008117			node node1174813 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott465532ott1008117	node node73 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1			
mrcaott465532ott2958602	node node1174814 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott465532ott2958602	node node74 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1			
mrcaott465806ott5746016				node ott902121 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
mrcaott465806ott5746016				node ott902121 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
mrcaott465806ott5746016		node node1173936 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745		
mrcaott465806ott5746016	node node1175373 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755			
mrcaott465806ott902121				node ott902121 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
mrcaott465806ott902121				node ott902121 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
mrcaott465806ott902121				node ott902121 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
mrcaott465806ott902121	node node1175375 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755			
mrcaott465808ott631695				node ott631695 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
mrcaott465808ott631695				node ott631695 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
mrcaott465808ott631695				node ott631695 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
mrcaott465808ott631695				node ott631695 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
mrcaott465808ott631695	node Tn11887342 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459			
mrcaott465808ott889276	node Tn11887320 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459			
mrcaott465808ott889276	node node1152881 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott465808ott889276	node node1173800 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott465808ott889276	node node1173953 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
mrcaott47716ott167279			node node6 for https://tree.opentreeoflife.org/curator/study/view/ot_75/?tab=trees&tree=tree1	
mrcaott47716ott167279	node node1152891 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott47716ott167279	node node1173743 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott47716ott167279	node node5 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1			
mrcaott47716ott245803			node node23 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1	
mrcaott47716ott245803			node node24 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1	
mrcaott47716ott245803			node node8 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1	
mrcaott47716ott245803	node node1152908 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott47716ott245803	node node1173773 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott47716ott251974			node node6 for https://tree.opentreeoflife.org/curator/study/view/ot_75/?tab=trees&tree=tree1	
mrcaott47716ott251974	node node1152892 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott47716ott251974	node node1173745 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott47716ott251974	node node6 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1			
mrcaott47716ott414909			node node23 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1	
mrcaott47716ott414909			node node24 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1	
mrcaott47716ott414909	node node1152894 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott47716ott414909	node node1173759 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott47716ott458891			node node23 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1	
mrcaott47716ott458891			node node8 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1	
mrcaott47716ott458891	node node1152909 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott47716ott458891	node node1173777 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott47716ott458891	node node6 for https://tree.opentreeoflife.org/curator/study/view/ot_71/?tab=trees&tree=tree1			
mrcaott47716ott468766	node node1152893 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott47716ott468766	node node1173757 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott47716ott468766	node node7 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1			
mrcaott493488ott579400				node ott493488 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
mrcaott493488ott579400	node node1173946 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
mrcaott493488ott579400	node node1175362 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755			
mrcaott493488ott807574				node ott493488 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
mrcaott493488ott807574				node ott902086 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
mrcaott493488ott807574				node ott902086 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
mrcaott493488ott807574	node node1173945 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
mrcaott493488ott807574	node node1175361 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755			
mrcaott499772ott499775	node node1174446 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749			
mrcaott499772ott499775	node node1174792 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott499772ott499778	node node1174444 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749			
mrcaott499772ott499778	node node1174790 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott499772ott499784	node node1174447 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749			
mrcaott499772ott499784	node node1174794 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott5092947ott5745953				node ott5745953 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
mrcaott5092947ott5745953	node node1174805 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott532964ott1096023				node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
mrcaott532964ott1096023				node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
mrcaott532964ott1096023				node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
mrcaott532964ott1096023	node node1174706 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott532964ott553792				node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
mrcaott532964ott553792				node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
mrcaott532964ott553792				node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
mrcaott532964ott553792	node node1174705 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott533022ott686784	node node1174660 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott534439ott902109				node ott902109 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
mrcaott534439ott902109				node ott902109 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
mrcaott534439ott902109	node node1173963 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
mrcaott534439ott902109	node node1175345 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755			
mrcaott553792ott630772	node node1174711 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott5740113ott5740114				node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
mrcaott5740113ott5740114				node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
mrcaott5740113ott5740114				node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
mrcaott5740113ott5740114				node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
mrcaott5740113ott5740114	node node1174467 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749			
mrcaott5740113ott5740114	node node1174770 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott5740114ott5740116				node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
mrcaott5740114ott5740116				node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
mrcaott5740114ott5740116				node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
mrcaott5740114ott5740116				node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
mrcaott5740114ott5740116	node node1174468 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749			
mrcaott5740114ott5740116	node node1174774 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott65027ott579396	node node1152945 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott65027ott579396	node node1173725 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott6739ott65027	node node1152810 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott6739ott65027	node node1173720 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott6742ott140025				node ott165468 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
mrcaott6742ott140025				node ott165468 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
mrcaott6742ott140025		node node1174002 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745		
mrcaott6742ott140025	node node1174446 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749			
mrcaott6742ott140025	node node1174659 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott6742ott140026				node ott165468 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
mrcaott6742ott140026				node ott165468 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
mrcaott6742ott140026		node node1174002 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745		
mrcaott6742ott140026		node node1174452 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749		
mrcaott6742ott140026	node node1174667 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott6742ott152043			node Tn11887450 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459	
mrcaott6742ott152043			node node1173905 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745	
mrcaott6742ott152043			node node1173969 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745	
mrcaott6742ott152043			node node1173970 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745	
mrcaott6742ott152043	node node1152816 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott6742ott152043	node node1173822 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott6742ott152216	node node1152838 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott6742ott152216	node node1173839 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott6742ott152216	node node1173996 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
mrcaott6742ott152216	node node1174647 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott6742ott160888	node Tn11887420 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459			
mrcaott6742ott160888	node node1152814 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott6742ott160888	node node1173788 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott6742ott160888	node node1173897 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
mrcaott6742ott191795	node Tn11887335 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459			
mrcaott6742ott191795	node node1152818 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott6742ott191795	node node1173830 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott6742ott191795	node node1173979 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
mrcaott6742ott191795	node node1174632 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott6742ott288146				node ott165468 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
mrcaott6742ott288146				node ott165468 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
mrcaott6742ott288146		node node1174002 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745		
mrcaott6742ott288146		node node1174452 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749		
mrcaott6742ott288146	node node1174663 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott6742ott312997	node node1174560 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749			
mrcaott6742ott312997	node node1174670 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott6742ott413459			node Tn11887394 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459	
mrcaott6742ott413459			node Tn11887450 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459	
mrcaott6742ott413459			node node1173905 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745	
mrcaott6742ott413459	node node1152815 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott6742ott413459	node node1173820 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott6742ott43613		node Tn11887327 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459		
mrcaott6742ott43613	node node1152819 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott6742ott43613	node node1173836 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott6742ott43613	node node1173993 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
mrcaott6742ott43613	node node1174646 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751			
mrcaott6742ott47716	node node1152812 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott6742ott47716	node node1173736 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott6742ott532964			node node1174704 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751	
mrcaott6742ott532964	node node1152837 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
mrcaott6742ott532964	node node1173837 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744			
mrcaott6742ott532964	node node1173994 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745			
mrcaott6742ott579613				node ott579613 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
mrcaott6742ott579613			node Tn11887411 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459	
mrcaott6742ott579613			node Tn11887450 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459	
mrcaott6742ott579613			node Tn11887452 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459	
mrcaott6742ott579613	node node1152817 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603			
